Date,Day,Day_of_Week,Week,Month,Year,Season,Festival,Category,Product,Cost_Price,Selling_Price,Margin_%,Discount_%,Current_Stock,Reorder_Level,Lead_Time_Days,Holding_Cost_Per_Unit,Supplier_Reliability,Investment,Revenue,Profit,Units_Sold
2024-06-19,19,2,25,6,2024,Rainy,None,FMCG,Gulal Colors Set,35,75,114.29,5,806,200,2,0.7,0.93,3955,8051.25,4096.25,113
2024-06-19,19,2,25,6,2024,Rainy,None,Electronics,Power Bank 10000mAh,650,1099,69.08,20,33,15,6,13.0,0.86,40300,54510.4,14210.4,62
2024-06-19,19,2,25,6,2024,Rainy,None,Grocery,Wheat Flour 10kg,320,385,20.31,15,66,40,3,6.4,0.74,10560,10799.25,239.25,33
2024-06-19,19,2,25,6,2024,Rainy,None,Electronics,Smartphone Redmi,8500,10999,29.4,15,33,10,7,170.0,0.99,110500,121538.95,11038.95,13
2024-06-20,20,3,25,6,2024,Rainy,None,Fashion,Kurta Women,280,549,96.07,0,24,20,5,5.6,0.9,24080,47214.0,23134.0,86
2024-06-20,20,3,25,6,2024,Rainy,None,Fashion,Saree Cotton,350,699,99.71,10,51,15,7,7.0,0.95,31150,55989.9,24839.9,89
2024-06-20,20,3,25,6,2024,Rainy,None,Grocery,Wheat Flour 10kg,320,385,20.31,5,170,40,3,6.4,0.84,31360,35843.5,4483.5,98
2024-06-20,20,3,25,6,2024,Rainy,None,Grocery,Sugar 1kg,42,54,28.57,0,209,100,2,0.84,0.7,3234,4158.0,924.0,77
2024-06-20,20,3,25,6,2024,Rainy,None,Fashion,T-Shirt Men,180,349,93.89,20,58,30,5,3.6,0.93,6840,10609.6,3769.6,38
2024-06-21,21,4,25,6,2024,Rainy,None,Grocery,Wheat Flour 10kg,320,385,20.31,0,198,40,3,6.4,0.98,14400,17325.0,2925.0,45
2024-06-21,21,4,25,6,2024,Rainy,None,Grocery,Christmas Cake,180,320,77.78,0,121,30,2,3.6,0.78,22500,40000.0,17500.0,125
2024-06-21,21,4,25,6,2024,Rainy,None,Grocery,Dal Toor 1kg,95,118,24.21,5,291,80,3,1.9,0.79,13015,15357.7,2342.7,137
2024-06-22,22,5,25,6,2024,Rainy,None,Stationery,Eraser Pack,12,20,66.67,0,536,150,2,0.24,0.75,372,620.0,248.0,31
2024-06-22,22,5,25,6,2024,Rainy,None,Stationery,Pen Blue Pack 10,25,40,60.0,0,535,200,2,0.5,0.89,1050,1680.0,630.0,42
2024-06-22,22,5,25,6,2024,Rainy,None,FMCG,Toothpaste Colgate,55,75,36.36,0,227,100,3,1.1,0.71,440,600.0,160.0,8
2024-06-22,22,5,25,6,2024,Rainy,None,FMCG,Diya Set 12pc,48,95,97.92,0,541,150,2,0.96,0.92,3120,6175.0,3055.0,65
2024-06-22,22,5,25,6,2024,Rainy,None,FMCG,Puja Thali Set,125,245,96.0,5,70,50,3,2.5,0.9,3750,6982.5,3232.5,30
2024-06-23,23,6,25,6,2024,Rainy,None,Grocery,Eid Special Dates,280,450,60.71,5,178,40,4,5.6,0.94,34440,52582.5,18142.5,123
2024-06-23,23,6,25,6,2024,Rainy,None,Grocery,Sunflower Oil 1L,120,148,23.33,20,92,60,4,2.4,0.85,6720,6630.4,-89.6,56
2024-06-23,23,6,25,6,2024,Rainy,None,Electronics,LED Bulb 9W,48,85,77.08,10,164,40,4,0.96,0.89,3696,5890.5,2194.5,77
2024-06-23,23,6,25,6,2024,Rainy,None,FMCG,Biscuit Parle-G,8,12,50.0,0,398,200,2,0.16,0.82,1264,1896.0,632.0,158
2024-06-23,23,6,25,6,2024,Rainy,None,FMCG,Crackers Box,200,380,90.0,0,413,100,3,4.0,0.8,8400,15960.0,7560.0,42
2024-06-23,23,6,25,6,2024,Rainy,None,FMCG,Detergent Surf 1kg,95,125,31.58,10,169,90,3,1.9,0.7,7030,8325.0,1295.0,74
2024-06-23,23,6,25,6,2024,Rainy,None,Grocery,Basmati Rice 5kg,180,225,25.0,0,88,50,3,3.6,0.78,16560,20700.0,4140.0,92
2024-06-24,24,0,26,6,2024,Rainy,None,Stationery,Pencil Box,35,55,57.14,0,117,80,3,0.7,0.95,420,660.0,240.0,12
2024-06-24,24,0,26,6,2024,Rainy,None,Electronics,Smartphone Redmi,8500,10999,29.4,20,12,10,7,170.0,0.91,238000,246377.6,8377.6,28
2024-06-24,24,0,26,6,2024,Rainy,None,Grocery,Salt 1kg,18,25,38.89,5,535,120,2,0.36,0.74,1746,2303.75,557.75,97
2024-06-24,24,0,26,6,2024,Rainy,None,Electronics,Power Bank 10000mAh,650,1099,69.08,0,30,15,6,13.0,0.9,16900,28574.0,11674.0,26
2024-06-24,24,0,26,6,2024,Rainy,None,Agriculture,Pesticide 500ml,180,245,36.11,5,23,20,5,3.6,0.78,1260,1629.25,369.25,7
2024-06-24,24,0,26,6,2024,Rainy,None,FMCG,Kite + String,25,55,120.0,20,1462,300,2,0.5,0.95,675,1188.0,513.0,27
2024-06-24,24,0,26,6,2024,Rainy,None,FMCG,Crackers Box,200,380,90.0,0,415,100,3,4.0,0.74,6000,11400.0,5400.0,30
2024-06-25,25,1,26,6,2024,Rainy,None,Stationery,Pen Blue Pack 10,25,40,60.0,15,246,200,2,0.5,0.77,1000,1360.0,360.0,40
2024-06-25,25,1,26,6,2024,Rainy,None,FMCG,Toothpaste Colgate,55,75,36.36,0,486,100,3,1.1,0.72,2750,3750.0,1000.0,50
2024-06-25,25,1,26,6,2024,Rainy,None,Fashion,Jeans Men,450,899,99.78,0,91,20,6,9.0,0.89,10350,20677.0,10327.0,23
2024-06-25,25,1,26,6,2024,Rainy,None,FMCG,Puja Thali Set,125,245,96.0,0,137,50,3,2.5,0.98,1250,2450.0,1200.0,10
2024-06-25,25,1,26,6,2024,Rainy,None,Stationery,Eraser Pack,12,20,66.67,15,268,150,2,0.24,0.83,480,680.0,200.0,40
2024-06-26,26,2,26,6,2024,Rainy,None,Grocery,Basmati Rice 5kg,180,225,25.0,10,148,50,3,3.6,0.84,13860,15592.5,1732.5,77
2024-06-26,26,2,26,6,2024,Rainy,None,Fashion,Jeans Men,450,899,99.78,0,47,20,6,9.0,0.72,31500,62930.0,31430.0,70
2024-06-26,26,2,26,6,2024,Rainy,None,Grocery,Eid Special Dates,280,450,60.71,0,130,40,4,5.6,0.93,7840,12600.0,4760.0,28
2024-06-26,26,2,26,6,2024,Rainy,None,Agriculture,Fertilizer NPK 1kg,125,168,34.4,5,41,25,6,2.5,0.98,7250,9256.8,2006.8,58
2024-06-26,26,2,26,6,2024,Rainy,None,Grocery,Sunflower Oil 1L,120,148,23.33,0,180,60,4,2.4,0.88,12240,15096.0,2856.0,102
2024-06-26,26,2,26,6,2024,Rainy,None,FMCG,Diya Set 12pc,48,95,97.92,20,424,150,2,0.96,0.71,768,1216.0,448.0,16
2024-06-26,26,2,26,6,2024,Rainy,None,Stationery,Notebook A4,28,45,60.71,0,416,100,3,0.56,0.89,2184,3510.0,1326.0,78
2024-06-27,27,3,26,6,2024,Rainy,None,FMCG,Crackers Box,200,380,90.0,10,422,100,3,4.0,0.82,10200,17442.0,7242.0,51
2024-06-27,27,3,26,6,2024,Rainy,None,Agriculture,Fertilizer NPK 1kg,125,168,34.4,0,74,25,6,2.5,0.71,2250,3024.0,774.0,18
2024-06-27,27,3,26,6,2024,Rainy,None,Grocery,Basmati Rice 5kg,180,225,25.0,0,165,50,3,3.6,0.81,20340,25425.0,5085.0,113
2024-06-27,27,3,26,6,2024,Rainy,None,Electronics,USB Cable,45,89,97.78,0,175,50,4,0.9,0.98,3555,7031.0,3476.0,79
2024-06-27,27,3,26,6,2024,Rainy,None,Electronics,Power Bank 10000mAh,650,1099,69.08,5,68,15,6,13.0,0.71,24050,38629.85,14579.85,37
2024-06-27,27,3,26,6,2024,Rainy,None,FMCG,Biscuit Parle-G,8,12,50.0,0,859,200,2,0.16,0.8,912,1368.0,456.0,114
2024-06-27,27,3,26,6,2024,Rainy,None,FMCG,Kite + String,25,55,120.0,5,762,300,2,0.5,0.82,550,1149.5,599.5,22
2024-06-28,28,4,26,6,2024,Rainy,None,Fashion,T-Shirt Men,180,349,93.89,5,142,30,5,3.6,0.87,12420,22876.95,10456.95,69
2024-06-28,28,4,26,6,2024,Rainy,None,Grocery,Wheat Flour 10kg,320,385,20.31,20,191,40,3,6.4,0.78,49280,47432.0,-1848.0,154
2024-06-28,28,4,26,6,2024,Rainy,None,Grocery,Sugar 1kg,42,54,28.57,0,106,100,2,0.84,0.97,4284,5508.0,1224.0,102
2024-06-28,28,4,26,6,2024,Rainy,None,Electronics,Fan Table,850,1350,58.82,0,9,8,7,17.0,1.0,68000,108000.0,40000.0,80
2024-06-28,28,4,26,6,2024,Rainy,None,Agriculture,Fertilizer NPK 1kg,125,168,34.4,5,34,25,6,2.5,0.83,10375,13246.8,2871.8,83
2024-06-28,28,4,26,6,2024,Rainy,None,Grocery,Christmas Cake,180,320,77.78,20,70,30,2,3.6,0.87,10800,15360.0,4560.0,60
2024-06-29,29,5,26,6,2024,Rainy,None,Electronics,Smartphone Redmi,8500,10999,29.4,0,37,10,7,170.0,0.95,722500,934915.0,212415.0,85
2024-06-29,29,5,26,6,2024,Rainy,None,Grocery,Sunflower Oil 1L,120,148,23.33,0,103,60,4,2.4,0.98,11280,13912.0,2632.0,94
2024-06-29,29,5,26,6,2024,Rainy,None,Agriculture,Fertilizer NPK 1kg,125,168,34.4,0,70,25,6,2.5,0.8,9875,13272.0,3397.0,79
2024-06-29,29,5,26,6,2024,Rainy,None,FMCG,Crackers Box,200,380,90.0,10,216,100,3,4.0,0.77,22600,38646.0,16046.0,113
2024-06-29,29,5,26,6,2024,Rainy,None,FMCG,Biscuit Parle-G,8,12,50.0,15,778,200,2,0.16,0.92,1024,1305.6,281.6,128
2024-06-30,30,6,26,6,2024,Rainy,None,Fashion,Kurta Women,280,549,96.07,0,20,20,5,5.6,0.96,17360,34038.0,16678.0,62
2024-06-30,30,6,26,6,2024,Rainy,None,Stationery,Notebook A4,28,45,60.71,20,455,100,3,0.56,0.94,560,720.0,160.0,20
2024-06-30,30,6,26,6,2024,Rainy,None,FMCG,Detergent Surf 1kg,95,125,31.58,10,296,90,3,1.9,0.99,4940,5850.0,910.0,52
2024-06-30,30,6,26,6,2024,Rainy,None,Electronics,USB Cable,45,89,97.78,0,239,50,4,0.9,0.88,4365,8633.0,4268.0,97
2024-06-30,30,6,26,6,2024,Rainy,None,FMCG,Biscuit Parle-G,8,12,50.0,15,665,200,2,0.16,0.76,880,1122.0,242.0,110
2024-06-30,30,6,26,6,2024,Rainy,None,FMCG,Gulal Colors Set,35,75,114.29,10,911,200,2,0.7,0.97,3255,6277.5,3022.5,93
2024-06-30,30,6,26,6,2024,Rainy,None,Grocery,Wheat Flour 10kg,320,385,20.31,0,78,40,3,6.4,0.98,49600,59675.0,10075.0,155
2024-06-30,30,6,26,6,2024,Rainy,None,Stationery,Eraser Pack,12,20,66.67,0,688,150,2,0.24,0.81,1860,3100.0,1240.0,155
2024-07-01,1,0,27,7,2024,Rainy,None,Electronics,Power Bank 10000mAh,650,1099,69.08,0,74,15,6,13.0,0.99,33800,57148.0,23348.0,52
2024-07-01,1,0,27,7,2024,Rainy,None,FMCG,Toothpaste Colgate,55,75,36.36,0,163,100,3,1.1,0.97,5665,7725.0,2060.0,103
2024-07-01,1,0,27,7,2024,Rainy,None,FMCG,Gulal Colors Set,35,75,114.29,5,234,200,2,0.7,0.83,2765,5628.75,2863.75,79
2024-07-01,1,0,27,7,2024,Rainy,None,Stationery,Pen Blue Pack 10,25,40,60.0,0,303,200,2,0.5,0.84,1800,2880.0,1080.0,72
2024-07-01,1,0,27,7,2024,Rainy,None,FMCG,Dandiya Sticks,40,85,112.5,0,328,200,2,0.8,0.74,2640,5610.0,2970.0,66
2024-07-02,2,1,27,7,2024,Rainy,None,FMCG,Soap Lux,22,32,45.45,20,560,150,3,0.44,0.76,1188,1382.4,194.4,54
2024-07-02,2,1,27,7,2024,Rainy,None,Stationery,Pen Blue Pack 10,25,40,60.0,10,658,200,2,0.5,0.7,2725,3924.0,1199.0,109
2024-07-02,2,1,27,7,2024,Rainy,None,FMCG,Shampoo Head&Shoulders,85,115,35.29,0,82,80,4,1.7,0.95,5525,7475.0,1950.0,65
2024-07-02,2,1,27,7,2024,Rainy,None,Fashion,Kurta Women,280,549,96.07,0,36,20,5,5.6,0.84,8960,17568.0,8608.0,32
2024-07-02,2,1,27,7,2024,Rainy,None,Grocery,Wheat Flour 10kg,320,385,20.31,20,141,40,3,6.4,0.82,10240,9856.0,-384.0,32
2024-07-02,2,1,27,7,2024,Rainy,None,Stationery,Pencil Box,35,55,57.14,15,265,80,3,0.7,0.8,4550,6077.5,1527.5,130
2024-07-02,2,1,27,7,2024,Rainy,None,Electronics,Smartphone Redmi,8500,10999,29.4,10,49,10,7,170.0,0.98,119000,138587.4,19587.4,14
2024-07-02,2,1,27,7,2024,Rainy,None,Agriculture,Pesticide 500ml,180,245,36.11,5,30,20,5,3.6,0.94,2520,3258.5,738.5,14
2024-07-03,3,2,27,7,2024,Rainy,None,Grocery,Sugar 1kg,42,54,28.57,5,335,100,2,0.84,0.76,1134,1385.1,251.1,27
2024-07-03,3,2,27,7,2024,Rainy,None,Grocery,Dal Toor 1kg,95,118,24.21,0,399,80,3,1.9,0.89,7220,8968.0,1748.0,76
2024-07-03,3,2,27,7,2024,Rainy,None,Fashion,Saree Cotton,350,699,99.71,0,69,15,7,7.0,0.77,9450,18873.0,9423.0,27
2024-07-04,4,3,27,7,2024,Rainy,None,FMCG,Dandiya Sticks,40,85,112.5,0,881,200,2,0.8,0.99,4920,10455.0,5535.0,123
2024-07-04,4,3,27,7,2024,Rainy,None,FMCG,Diya Set 12pc,48,95,97.92,20,724,150,2,0.96,0.96,5904,9348.0,3444.0,123
2024-07-04,4,3,27,7,2024,Rainy,None,FMCG,Shampoo Head&Shoulders,85,115,35.29,5,191,80,4,1.7,0.72,2295,2949.75,654.75,27
2024-07-05,5,4,27,7,2024,Rainy,None,Electronics,LED Bulb 9W,48,85,77.08,0,132,40,4,0.96,0.99,3984,7055.0,3071.0,83
2024-07-05,5,4,27,7,2024,Rainy,None,FMCG,Crackers Box,200,380,90.0,15,170,100,3,4.0,0.74,14400,23256.0,8856.0,72
2024-07-05,5,4,27,7,2024,Rainy,None,FMCG,Soap Lux,22,32,45.45,0,293,150,3,0.44,0.71,2420,3520.0,1100.0,110
2024-07-05,5,4,27,7,2024,Rainy,None,FMCG,Puja Thali Set,125,245,96.0,0,151,50,3,2.5,0.95,2750,5390.0,2640.0,22
2024-07-05,5,4,27,7,2024,Rainy,None,Agriculture,Pesticide 500ml,180,245,36.11,0,100,20,5,3.6,0.89,18360,24990.0,6630.0,102
2024-07-06,6,5,27,7,2024,Rainy,None,Electronics,USB Cable,45,89,97.78,10,98,50,4,0.9,0.8,2520,4485.6,1965.6,56
2024-07-06,6,5,27,7,2024,Rainy,None,Grocery,Wheat Flour 10kg,320,385,20.31,15,158,40,3,6.4,0.83,47680,48760.25,1080.25,149
2024-07-06,6,5,27,7,2024,Rainy,None,FMCG,Toothpaste Colgate,55,75,36.36,0,500,100,3,1.1,0.87,3300,4500.0,1200.0,60
2024-07-06,6,5,27,7,2024,Rainy,None,Electronics,Smartphone Redmi,8500,10999,29.4,0,21,10,7,170.0,0.99,1198500,1550859.0,352359.0,141
2024-07-06,6,5,27,7,2024,Rainy,None,Stationery,Eraser Pack,12,20,66.67,0,561,150,2,0.24,0.94,1356,2260.0,904.0,113
2024-07-06,6,5,27,7,2024,Rainy,None,Electronics,LED Bulb 9W,48,85,77.08,0,194,40,4,0.96,0.77,2016,3570.0,1554.0,42
2024-07-06,6,5,27,7,2024,Rainy,None,FMCG,Soap Lux,22,32,45.45,10,731,150,3,0.44,0.8,1694,2217.6,523.6,77
2024-07-06,6,5,27,7,2024,Rainy,None,Fashion,Shoes Casual,350,699,99.71,20,65,25,6,7.0,0.76,14350,22927.2,8577.2,41
2024-07-07,7,6,27,7,2024,Rainy,None,Stationery,Eraser Pack,12,20,66.67,15,705,150,2,0.24,0.83,1416,2006.0,590.0,118
2024-07-07,7,6,27,7,2024,Rainy,None,Electronics,LED Bulb 9W,48,85,77.08,0,96,40,4,0.96,0.77,1248,2210.0,962.0,26
2024-07-07,7,6,27,7,2024,Rainy,None,Grocery,Eid Special Dates,280,450,60.71,5,173,40,4,5.6,0.71,18760,28642.5,9882.5,67
2024-07-07,7,6,27,7,2024,Rainy,None,Fashion,Jeans Men,450,899,99.78,10,62,20,6,9.0,0.8,40950,73628.1,32678.1,91
2024-07-07,7,6,27,7,2024,Rainy,None,FMCG,Crackers Box,200,380,90.0,0,298,100,3,4.0,0.91,5200,9880.0,4680.0,26
2024-07-07,7,6,27,7,2024,Rainy,None,Electronics,Fan Table,850,1350,58.82,0,11,8,7,17.0,0.75,93500,148500.0,55000.0,110
2024-07-07,7,6,27,7,2024,Rainy,None,Electronics,Power Bank 10000mAh,650,1099,69.08,0,24,15,6,13.0,0.7,70200,118692.0,48492.0,108
2024-07-08,8,0,28,7,2024,Rainy,None,Electronics,Fan Table,850,1350,58.82,5,21,8,7,17.0,0.74,64600,97470.0,32870.0,76
2024-07-08,8,0,28,7,2024,Rainy,None,Stationery,Pen Blue Pack 10,25,40,60.0,0,748,200,2,0.5,0.94,2225,3560.0,1335.0,89
2024-07-08,8,0,28,7,2024,Rainy,None,Electronics,Power Bank 10000mAh,650,1099,69.08,0,54,15,6,13.0,0.88,34450,58247.0,23797.0,53
2024-07-08,8,0,28,7,2024,Rainy,None,Agriculture,Pesticide 500ml,180,245,36.11,5,78,20,5,3.6,0.99,20700,26766.25,6066.25,115
2024-07-08,8,0,28,7,2024,Rainy,None,FMCG,Detergent Surf 1kg,95,125,31.58,20,273,90,3,1.9,0.99,9785,10300.0,515.0,103
2024-07-08,8,0,28,7,2024,Rainy,None,FMCG,Soap Lux,22,32,45.45,20,504,150,3,0.44,0.72,2420,2816.0,396.0,110
2024-07-08,8,0,28,7,2024,Rainy,None,Stationery,Eraser Pack,12,20,66.67,15,612,150,2,0.24,0.78,336,476.0,140.0,28
2024-07-08,8,0,28,7,2024,Rainy,None,Grocery,Dal Toor 1kg,95,118,24.21,0,190,80,3,1.9,1.0,1900,2360.0,460.0,20
2024-07-09,9,1,28,7,2024,Rainy,None,Grocery,Basmati Rice 5kg,180,225,25.0,15,76,50,3,3.6,0.73,22860,24288.75,1428.75,127
2024-07-09,9,1,28,7,2024,Rainy,None,Electronics,Earphones Boat,350,599,71.14,0,40,20,5,7.0,0.76,30800,52712.0,21912.0,88
2024-07-09,9,1,28,7,2024,Rainy,None,FMCG,Crackers Box,200,380,90.0,0,285,100,3,4.0,0.82,1800,3420.0,1620.0,9
2024-07-09,9,1,28,7,2024,Rainy,None,Agriculture,Wheat Seeds 1kg,65,95,46.15,0,95,30,5,1.3,0.91,1040,1520.0,480.0,16
2024-07-09,9,1,28,7,2024,Rainy,None,FMCG,Toothpaste Colgate,55,75,36.36,10,426,100,3,1.1,0.87,2255,2767.5,512.5,41
2024-07-09,9,1,28,7,2024,Rainy,None,Fashion,Shoes Casual,350,699,99.71,10,46,25,6,7.0,0.94,20650,37116.9,16466.9,59
2024-07-10,10,2,28,7,2024,Rainy,Muharram,FMCG,Gulal Colors Set,35,75,114.29,0,980,200,2,0.7,0.98,4795,10275.0,5480.0,137
2024-07-10,10,2,28,7,2024,Rainy,Muharram,FMCG,Crackers Box,200,380,90.0,10,101,100,3,4.0,0.84,16400,28044.0,11644.0,82
2024-07-10,10,2,28,7,2024,Rainy,Muharram,Electronics,Smartphone Redmi,8500,10999,29.4,0,11,10,7,170.0,0.87,187000,241978.0,54978.0,22
2024-07-11,11,3,28,7,2024,Rainy,None,FMCG,Kite + String,25,55,120.0,15,1180,300,2,0.5,0.93,925,1729.75,804.75,37
2024-07-11,11,3,28,7,2024,Rainy,None,FMCG,Gulal Colors Set,35,75,114.29,0,360,200,2,0.7,0.89,2695,5775.0,3080.0,77
2024-07-11,11,3,28,7,2024,Rainy,None,Electronics,LED Bulb 9W,48,85,77.08,15,63,40,4,0.96,0.91,2640,3973.75,1333.75,55
2024-07-11,11,3,28,7,2024,Rainy,None,Grocery,Salt 1kg,18,25,38.89,0,573,120,2,0.36,0.72,252,350.0,98.0,14
2024-07-12,12,4,28,7,2024,Rainy,None,FMCG,Soap Lux,22,32,45.45,0,578,150,3,0.44,0.7,286,416.0,130.0,13
2024-07-12,12,4,28,7,2024,Rainy,None,Fashion,Jeans Men,450,899,99.78,5,61,20,6,9.0,0.71,8550,16226.95,7676.95,19
2024-07-12,12,4,28,7,2024,Rainy,None,FMCG,Kite + String,25,55,120.0,15,689,300,2,0.5,0.9,2400,4488.0,2088.0,96
2024-07-12,12,4,28,7,2024,Rainy,None,Electronics,LED Bulb 9W,48,85,77.08,15,110,40,4,0.96,0.76,1584,2384.25,800.25,33
2024-07-12,12,4,28,7,2024,Rainy,None,FMCG,Shampoo Head&Shoulders,85,115,35.29,5,374,80,4,1.7,0.73,6715,8630.75,1915.75,79
2024-07-12,12,4,28,7,2024,Rainy,None,FMCG,Crackers Box,200,380,90.0,5,386,100,3,4.0,0.71,20000,36100.0,16100.0,100
2024-07-12,12,4,28,7,2024,Rainy,None,Agriculture,Wheat Seeds 1kg,65,95,46.15,10,120,30,5,1.3,0.82,2275,2992.5,717.5,35
2024-07-13,13,5,28,7,2024,Rainy,None,Agriculture,Wheat Seeds 1kg,65,95,46.15,15,56,30,5,1.3,0.96,4810,5975.5,1165.5,74
2024-07-13,13,5,28,7,2024,Rainy,None,Stationery,Pen Blue Pack 10,25,40,60.0,0,458,200,2,0.5,0.72,2125,3400.0,1275.0,85
2024-07-13,13,5,28,7,2024,Rainy,None,FMCG,Dandiya Sticks,40,85,112.5,0,600,200,2,0.8,0.78,3520,7480.0,3960.0,88
2024-07-14,14,6,28,7,2024,Rainy,None,Grocery,Basmati Rice 5kg,180,225,25.0,0,74,50,3,3.6,0.85,20880,26100.0,5220.0,116
2024-07-14,14,6,28,7,2024,Rainy,None,Grocery,Wheat Flour 10kg,320,385,20.31,0,145,40,3,6.4,0.95,16960,20405.0,3445.0,53
2024-07-14,14,6,28,7,2024,Rainy,None,FMCG,Kite + String,25,55,120.0,0,565,300,2,0.5,0.79,2775,6105.0,3330.0,111
2024-07-14,14,6,28,7,2024,Rainy,None,Fashion,T-Shirt Men,180,349,93.89,0,134,30,5,3.6,0.71,9720,18846.0,9126.0,54
2024-07-14,14,6,28,7,2024,Rainy,None,FMCG,Dandiya Sticks,40,85,112.5,10,922,200,2,0.8,0.82,4640,8874.0,4234.0,116
2024-07-14,14,6,28,7,2024,Rainy,None,Fashion,Kurta Women,280,549,96.07,15,40,20,5,5.6,0.91,9240,15399.45,6159.45,33
2024-07-15,15,0,29,7,2024,Rainy,None,FMCG,Detergent Surf 1kg,95,125,31.58,20,323,90,3,1.9,0.89,9405,9900.0,495.0,99
2024-07-15,15,0,29,7,2024,Rainy,None,Electronics,Power Bank 10000mAh,650,1099,69.08,15,73,15,6,13.0,0.78,31850,45773.35,13923.35,49
2024-07-15,15,0,29,7,2024,Rainy,None,FMCG,Shampoo Head&Shoulders,85,115,35.29,0,287,80,4,1.7,0.75,5610,7590.0,1980.0,66
2024-07-15,15,0,29,7,2024,Rainy,None,FMCG,Dandiya Sticks,40,85,112.5,0,247,200,2,0.8,0.93,1840,3910.0,2070.0,46
2024-07-15,15,0,29,7,2024,Rainy,None,Grocery,Sugar 1kg,42,54,28.57,0,497,100,2,0.84,0.75,1596,2052.0,456.0,38
2024-07-16,16,1,29,7,2024,Rainy,None,Fashion,Saree Cotton,350,699,99.71,10,40,15,7,7.0,0.71,27650,49698.9,22048.9,79
2024-07-16,16,1,29,7,2024,Rainy,None,FMCG,Diya Set 12pc,48,95,97.92,0,169,150,2,0.96,0.99,3984,7885.0,3901.0,83
2024-07-16,16,1,29,7,2024,Rainy,None,Agriculture,Wheat Seeds 1kg,65,95,46.15,0,75,30,5,1.3,0.94,4485,6555.0,2070.0,69
2024-07-16,16,1,29,7,2024,Rainy,None,FMCG,Cold Drink 500ml,20,30,50.0,10,977,200,2,0.4,0.88,1660,2241.0,581.0,83
2024-07-16,16,1,29,7,2024,Rainy,None,Agriculture,Pesticide 500ml,180,245,36.11,0,59,20,5,3.6,0.95,20880,28420.0,7540.0,116
2024-07-17,17,2,29,7,2024,Rainy,None,FMCG,Cold Drink 500ml,20,30,50.0,20,573,200,2,0.4,0.88,1340,1608.0,268.0,67
2024-07-17,17,2,29,7,2024,Rainy,None,Electronics,USB Cable,45,89,97.78,0,140,50,4,0.9,0.87,495,979.0,484.0,11
2024-07-17,17,2,29,7,2024,Rainy,None,Stationery,Notebook A4,28,45,60.71,5,406,100,3,0.56,0.88,1736,2650.5,914.5,62
2024-07-17,17,2,29,7,2024,Rainy,None,Fashion,Kurta Women,280,549,96.07,20,44,20,5,5.6,0.94,3920,6148.8,2228.8,14
2024-07-18,18,3,29,7,2024,Rainy,None,FMCG,Dandiya Sticks,40,85,112.5,5,899,200,2,0.8,0.73,2040,4118.25,2078.25,51
2024-07-18,18,3,29,7,2024,Rainy,None,Electronics,USB Cable,45,89,97.78,5,141,50,4,0.9,0.99,270,507.3,237.3,6
2024-07-18,18,3,29,7,2024,Rainy,None,Grocery,Wheat Flour 10kg,320,385,20.31,10,49,40,3,6.4,0.94,41280,44698.5,3418.5,129
2024-07-18,18,3,29,7,2024,Rainy,None,Fashion,Jeans Men,450,899,99.78,0,41,20,6,9.0,0.75,24300,48546.0,24246.0,54
2024-07-18,18,3,29,7,2024,Rainy,None,Fashion,Kurta Women,280,549,96.07,20,86,20,5,5.6,0.88,7840,12297.6,4457.6,28
2024-07-18,18,3,29,7,2024,Rainy,None,Agriculture,Pesticide 500ml,180,245,36.11,5,85,20,5,3.6,0.76,2700,3491.25,791.25,15
2024-07-18,18,3,29,7,2024,Rainy,None,Stationery,Eraser Pack,12,20,66.67,5,222,150,2,0.24,0.74,1068,1691.0,623.0,89
2024-07-19,19,4,29,7,2024,Rainy,None,Grocery,Eid Special Dates,280,450,60.71,15,186,40,4,5.6,0.88,10080,13770.0,3690.0,36
2024-07-19,19,4,29,7,2024,Rainy,None,FMCG,Crackers Box,200,380,90.0,15,404,100,3,4.0,0.74,20400,32946.0,12546.0,102
2024-07-19,19,4,29,7,2024,Rainy,None,Electronics,USB Cable,45,89,97.78,0,62,50,4,0.9,0.97,2880,5696.0,2816.0,64
2024-07-19,19,4,29,7,2024,Rainy,None,Grocery,Basmati Rice 5kg,180,225,25.0,20,223,50,3,3.6,0.85,9000,9000.0,0.0,50
2024-07-19,19,4,29,7,2024,Rainy,None,FMCG,Puja Thali Set,125,245,96.0,10,87,50,3,2.5,0.85,14250,25137.0,10887.0,114
2024-07-19,19,4,29,7,2024,Rainy,None,Electronics,Fan Table,850,1350,58.82,15,40,8,7,17.0,0.82,93500,126225.0,32725.0,110
2024-07-19,19,4,29,7,2024,Rainy,None,Stationery,Pen Blue Pack 10,25,40,60.0,15,985,200,2,0.5,0.78,625,850.0,225.0,25
2024-07-20,20,5,29,7,2024,Rainy,Muharram,Grocery,Eid Special Dates,280,450,60.71,15,167,40,4,5.6,0.88,3920,5355.0,1435.0,14
2024-07-20,20,5,29,7,2024,Rainy,Muharram,Agriculture,Pesticide 500ml,180,245,36.11,10,58,20,5,3.6,0.93,46440,56889.0,10449.0,258
2024-07-20,20,5,29,7,2024,Rainy,Muharram,Stationery,Pencil Box,35,55,57.14,0,209,80,3,0.7,0.96,5635,8855.0,3220.0,161
