id,product_name,category,cost_price,selling_price,discount_pct,units_sold,current_stock,reorder_level,lead_time_days,holding_cost,supplier_reliability,season,festival,margin_pct,revenue,profit,investment,month,year,day,day_of_week,week,quarter,is_weekend,is_festival,price_ratio,stock_buffer,date,shop_name,location,region
6038,Tea Brooke Bond 500g,Grocery,175,215,0,124,265,27,3,2.62,0.95,Rainy,Raksha Bandhan,22.86,26660.0,4960.0,21700,8,2024,10,3,2,3,0,1,1.229,238,2024-08-10,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6039,Dry Coconut 200g,Grocery,95,125,0,40,161,12,1,1.43,0.85,Autumn,Navratri,31.58,5000.0,1200.0,3800,10,2023,28,0,4,4,0,1,1.316,149,2023-10-28,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6040,Parle-G 800g,FMCG,45,58,0,111,104,37,3,0.67,0.95,Winter,Children's Day,28.89,6438.0,1443.0,4995,11,2023,12,5,2,4,1,1,1.289,67,2023-11-12,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6041,Sunsilk Shampoo 80ml,FMCG,58,75,0,43,301,19,1,0.87,0.7,Winter,Christmas,29.31,3225.0,731.0,2494,12,2023,12,5,2,4,1,1,1.293,282,2023-12-12,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6042,Good Day Biscuit 250g,FMCG,28,38,0,115,181,40,7,0.42,0.9,Winter,Christmas,35.71,4370.0,1150.0,3220,12,2024,1,1,1,4,0,1,1.357,141,2024-12-01,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6043,Agarbatti Pack 20pc,FMCG,25,35,0,40,15,24,7,0.38,0.92,Rainy,None,40.0,1400.0,400.0,1000,6,2024,14,0,2,2,0,0,1.4,-9,2024-06-14,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6044,Dupatta Plain,Fashion,95,150,0,17,83,10,3,1.43,0.9,Winter,None,57.89,2550.0,935.0,1615,2,2024,2,2,1,1,0,0,1.579,73,2024-02-02,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6045,Refined Oil Soya 5L,Grocery,580,680,0,55,142,17,5,8.7,0.98,Autumn,Navratri,17.24,37400.0,5500.0,31900,10,2023,19,5,3,4,1,1,1.172,125,2023-10-19,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6046,Atta Aashirvaad 10kg,Grocery,330,390,0,91,119,43,2,4.95,0.8,Summer,Baisakhi,18.18,35490.0,5460.0,30030,4,2023,4,4,1,2,0,1,1.182,76,2023-04-04,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6047,Dettol 250ml,FMCG,68,88,0,46,138,20,4,1.02,0.95,Winter,Valentine's Day,29.41,4048.0,920.0,3128,2,2024,26,5,4,1,1,1,1.294,118,2024-02-26,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6048,Lay's Chips 26g,FMCG,15,20,15,270,191,90,4,0.22,0.98,Rainy,Raksha Bandhan,33.33,4590.0,540.0,4050,8,2023,5,5,1,3,1,1,1.333,101,2023-08-05,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6049,Ariel 500g,FMCG,95,120,0,61,88,18,3,1.43,0.88,Summer,None,26.32,7320.0,1525.0,5795,5,2023,15,1,3,2,0,0,1.263,70,2023-05-15,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6050,Coriander Powder 100g,Grocery,22,32,0,41,48,20,7,0.33,0.9,Summer,None,45.45,1312.0,410.0,902,5,2024,24,3,4,2,0,0,1.455,28,2024-05-24,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6051,CFL Bulb 9W Bajaj,Electronics,65,90,0,23,18,11,3,0.97,0.7,Rainy,None,38.46,2070.0,575.0,1495,7,2023,13,6,2,3,1,0,1.385,7,2023-07-13,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6052,Soya Chunks 200g,Grocery,35,48,0,31,199,13,2,0.53,0.7,Summer,None,37.14,1488.0,403.0,1085,3,2024,8,1,2,1,0,0,1.371,186,2024-03-08,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6053,Urea Fertilizer 1kg,Agriculture,35,50,0,35,218,12,3,0.53,0.92,Autumn,Ganesh Chaturthi,42.86,1750.0,525.0,1225,9,2024,23,2,4,3,0,1,1.429,206,2024-09-23,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6054,Gulal Colors 100g,FMCG,22,40,0,6,259,10,4,0.33,0.98,Summer,Labour Day,81.82,240.0,108.0,132,5,2024,15,1,3,2,0,1,1.818,249,2024-05-15,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6055,Urea Fertilizer 1kg,Agriculture,35,50,0,70,187,19,7,0.53,0.8,Rainy,None,42.86,3500.0,1050.0,2450,7,2024,6,6,1,3,1,0,1.429,168,2024-07-06,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6056,Apsara Pencil 10pc,Stationery,15,22,0,58,129,34,2,0.22,0.9,Autumn,Navratri,46.67,1276.0,406.0,870,9,2023,11,4,2,3,0,1,1.467,95,2023-09-11,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6057,Tea Brooke Bond 500g,Grocery,175,215,5,119,264,30,4,2.62,0.8,Winter,New Year,22.86,24305.75,3480.75,20825,12,2023,19,5,3,4,1,1,1.229,234,2023-12-19,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6058,Soya Chunks 200g,Grocery,35,48,0,25,162,17,4,0.53,0.9,Winter,Chhath Puja,37.14,1200.0,325.0,875,11,2024,26,5,4,4,1,1,1.371,145,2024-11-26,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6059,Hide & Seek 100g,FMCG,32,45,0,54,52,23,3,0.48,0.98,Summer,Baisakhi,40.62,2430.0,702.0,1728,4,2023,13,6,2,2,1,1,1.406,29,2023-04-13,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6060,Scale 30cm,Stationery,8,12,5,40,213,18,3,0.12,0.75,Rainy,None,50.0,456.0,136.0,320,6,2024,27,6,4,2,1,0,1.5,195,2024-06-27,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6061,Kurkure 65g,FMCG,18,25,5,283,209,82,2,0.27,0.8,Summer,None,38.89,6721.25,1627.25,5094,4,2024,11,4,2,2,0,0,1.389,127,2024-04-11,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6062,Sketch Pens 12pc,Stationery,32,48,15,50,108,15,3,0.48,0.9,Rainy,Raksha Bandhan,50.0,2040.0,440.0,1600,8,2024,4,4,1,3,0,1,1.5,93,2024-08-04,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6063,Frooti 200ml,FMCG,12,15,0,746,206,101,3,0.18,0.9,Summer,None,25.0,11190.0,2238.0,8952,4,2024,22,1,4,2,0,0,1.25,105,2024-04-22,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6064,Earphones Basic,Electronics,85,140,0,31,92,10,3,1.27,0.85,Summer,Holi,64.71,4340.0,1705.0,2635,3,2024,17,3,3,1,0,1,1.647,82,2024-03-17,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6065,DAP Fertilizer 1kg,Agriculture,55,75,0,49,59,11,2,0.82,0.8,Summer,None,36.36,3675.0,980.0,2695,4,2023,7,0,1,2,0,0,1.364,48,2023-04-07,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6066,Tea Tata Gold 250g,Grocery,105,130,0,52,199,26,3,1.57,0.95,Rainy,None,23.81,6760.0,1300.0,5460,6,2023,21,0,3,2,0,0,1.238,173,2023-06-21,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6067,Mustard Oil 1L,Grocery,155,185,0,71,312,32,7,2.32,0.92,Rainy,None,19.35,13135.0,2130.0,11005,6,2023,27,6,4,2,1,0,1.194,280,2023-06-27,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6068,Besan 500g,Grocery,38,48,2,50,319,18,4,0.57,0.92,Winter,New Year,26.32,2352.0,452.0,1900,12,2023,21,0,3,4,0,1,1.263,301,2023-12-21,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6069,Haldi Powder 100g,Grocery,28,38,0,52,314,22,2,0.42,0.85,Summer,Labour Day,35.71,1976.0,520.0,1456,5,2023,14,0,2,2,0,1,1.357,292,2023-05-14,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6070,Refined Oil Soya 5L,Grocery,580,680,0,39,115,23,2,8.7,0.9,Rainy,None,17.24,26520.0,3900.0,22620,7,2024,25,4,4,3,0,0,1.172,92,2024-07-25,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6071,Poha 500g,Grocery,28,36,0,82,115,22,3,0.42,0.88,Winter,Makar Sankranti,28.57,2952.0,656.0,2296,1,2023,10,3,2,1,0,1,1.286,93,2023-01-10,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6072,Neem Pesticide 100ml,Agriculture,65,95,0,64,145,10,2,0.97,0.7,Rainy,None,46.15,6080.0,1920.0,4160,7,2024,8,1,2,3,0,0,1.462,135,2024-07-08,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6073,Masoor Dal 500g,Grocery,60,78,5,49,309,15,7,0.9,0.95,Winter,Valentine's Day,30.0,3630.9,690.9,2940,2,2023,12,5,2,1,1,1,1.3,294,2023-02-12,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6074,All Out Refill,FMCG,88,115,0,90,198,16,2,1.32,0.7,Rainy,None,30.68,10350.0,2430.0,7920,7,2023,23,2,4,3,0,0,1.307,182,2023-07-23,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6075,Soya Chunks 200g,Grocery,35,48,0,38,167,12,7,0.53,0.92,Winter,Chhath Puja,37.14,1824.0,494.0,1330,11,2023,3,3,1,4,0,1,1.371,155,2023-11-03,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6076,Eno Sachet 6pc,FMCG,28,38,0,53,120,22,2,0.42,0.9,Rainy,Independence Day,35.71,2014.0,530.0,1484,8,2024,2,2,1,3,0,1,1.357,98,2024-08-02,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6077,Salwar Suit Cotton,Fashion,280,450,2,58,211,10,3,4.2,0.92,Autumn,Navratri,60.71,25578.0,9338.0,16240,9,2023,18,4,3,3,0,1,1.607,201,2023-09-18,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6078,Mosquito Coil 10pc,FMCG,32,45,0,112,240,22,3,0.48,0.7,Summer,None,40.62,5040.0,1456.0,3584,4,2023,16,2,3,2,0,0,1.406,218,2023-04-16,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6079,ORS Sachets 5pc,FMCG,22,30,0,56,78,13,4,0.33,0.75,Rainy,None,36.36,1680.0,448.0,1232,7,2024,27,6,4,3,1,0,1.364,65,2024-07-27,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6080,ORS Sachets 5pc,FMCG,22,30,0,41,232,17,3,0.33,0.7,Winter,Makar Sankranti,36.36,1230.0,328.0,902,1,2024,12,5,2,1,1,1,1.364,215,2024-01-12,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6081,Camphor Tablets 25g,FMCG,28,40,0,27,32,13,3,0.42,0.9,Autumn,None,42.86,1080.0,324.0,756,10,2023,16,2,3,4,0,0,1.429,19,2023-10-16,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6082,Basmati Rice 5kg,Grocery,280,340,0,87,319,36,3,4.2,0.95,Rainy,None,21.43,29580.0,5220.0,24360,7,2023,11,4,2,3,0,0,1.214,283,2023-07-11,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6083,Haldirams Namkeen 200g,FMCG,55,75,2,111,180,45,7,0.82,0.8,Rainy,None,36.36,8158.5,2053.5,6105,8,2023,4,4,1,3,0,0,1.364,135,2023-08-04,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6084,Lifebuoy Soap 100g,FMCG,28,36,15,87,332,33,4,0.42,0.98,Winter,New Year,28.57,2662.2,226.2,2436,12,2023,11,4,2,4,0,1,1.286,299,2023-12-11,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6085,Harpic 500ml,FMCG,75,98,10,45,343,14,5,1.12,0.88,Winter,New Year,30.67,3969.0,594.0,3375,12,2023,8,1,2,4,0,1,1.307,329,2023-12-08,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6086,Sketch Pens 12pc,Stationery,32,48,0,41,204,13,2,0.48,0.75,Summer,Labour Day,50.0,1968.0,656.0,1312,5,2023,14,0,2,2,0,1,1.5,191,2023-05-14,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6087,Lay's Chips 26g,FMCG,15,20,0,253,333,74,2,0.22,0.75,Winter,Christmas,33.33,5060.0,1265.0,3795,12,2024,25,4,4,4,0,1,1.333,259,2024-12-25,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6088,Haldi Powder 100g,Grocery,28,38,0,59,34,19,7,0.42,0.75,Rainy,None,35.71,2242.0,590.0,1652,7,2024,14,0,2,3,0,0,1.357,15,2024-07-14,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6089,Dry Coconut 200g,Grocery,95,125,0,41,183,11,3,1.43,0.9,Summer,None,31.58,5125.0,1230.0,3895,5,2024,14,0,2,2,0,0,1.316,172,2024-05-14,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6090,CFL Bulb 9W Bajaj,Electronics,65,90,0,32,84,10,3,0.97,0.9,Summer,Holi,38.46,2880.0,800.0,2080,3,2024,24,3,4,1,0,1,1.385,74,2024-03-24,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6091,Eraser Apsara,Stationery,4,7,8,76,78,24,7,0.06,0.85,Summer,Labour Day,75.0,489.44,185.44,304,5,2023,19,5,3,2,1,1,1.75,54,2023-05-19,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6092,Haldirams Namkeen 200g,FMCG,55,75,0,89,41,29,2,0.82,0.8,Rainy,None,36.36,6675.0,1780.0,4895,7,2024,25,4,4,3,0,0,1.364,12,2024-07-25,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6093,CFL Bulb 9W Bajaj,Electronics,65,90,0,31,284,10,3,0.97,0.8,Rainy,Janmashtami,38.46,2790.0,775.0,2015,8,2024,20,6,3,3,1,1,1.385,274,2024-08-20,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6094,Saunf 100g,Grocery,22,30,0,31,187,14,7,0.33,0.95,Winter,Chhath Puja,36.36,930.0,248.0,682,11,2023,11,4,2,4,0,1,1.364,173,2023-11-11,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6095,Mustard Oil 1L,Grocery,155,185,0,98,21,25,4,2.32,0.8,Winter,None,19.35,18130.0,2940.0,15190,2,2023,2,2,1,1,0,0,1.194,-4,2023-02-02,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6096,Red Chilli Powder 100g,Grocery,30,42,0,54,140,23,4,0.45,0.98,Rainy,Janmashtami,40.0,2268.0,648.0,1620,8,2024,26,5,4,3,1,1,1.4,117,2024-08-26,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6097,Handkerchief 3pc,Fashion,30,45,10,41,42,14,3,0.45,0.9,Summer,Labour Day,50.0,1660.5,430.5,1230,5,2024,17,3,3,2,0,1,1.5,28,2024-05-17,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6098,Clinic Plus Shampoo 80ml,FMCG,55,72,0,43,341,19,2,0.82,0.95,Summer,Baisakhi,30.91,3096.0,731.0,2365,4,2024,16,2,3,2,0,1,1.309,322,2024-04-16,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6099,Pepsodent 200g,FMCG,75,92,10,53,194,27,3,1.12,0.98,Summer,Labour Day,22.67,4388.4,413.4,3975,5,2024,22,1,4,2,0,1,1.227,167,2024-05-22,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6100,Fevicol 50g,Stationery,20,28,5,52,221,18,3,0.3,0.88,Winter,Valentine's Day,40.0,1383.2,343.2,1040,2,2024,8,1,2,1,0,1,1.4,203,2024-02-08,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6101,LED Bulb 9W Philips,Electronics,95,130,10,29,264,11,2,1.43,0.85,Winter,Republic Day,36.84,3393.0,638.0,2755,1,2024,1,1,1,1,0,1,1.368,253,2024-01-01,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6102,Kurkure 65g,FMCG,18,25,0,153,45,81,3,0.27,0.92,Winter,Republic Day,38.89,3825.0,1071.0,2754,1,2023,27,6,4,1,1,1,1.389,-36,2023-01-27,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6103,Sketch Pens 12pc,Stationery,32,48,0,46,83,13,3,0.48,0.98,Winter,Valentine's Day,50.0,2208.0,736.0,1472,2,2024,14,0,2,1,0,1,1.5,70,2024-02-14,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6104,Haldirams Namkeen 200g,FMCG,55,75,5,108,113,45,4,0.82,0.75,Winter,Makar Sankranti,36.36,7695.0,1755.0,5940,1,2024,22,1,4,1,0,1,1.364,68,2024-01-22,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6105,Poha 500g,Grocery,28,36,0,39,244,27,4,0.42,0.85,Winter,None,28.57,1404.0,312.0,1092,12,2024,18,4,3,4,0,0,1.286,217,2024-12-18,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6106,Maaza 250ml,FMCG,18,22,8,218,169,79,5,0.27,0.92,Autumn,Navratri,22.22,4412.32,488.32,3924,9,2024,11,4,2,3,0,1,1.222,90,2024-09-11,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6107,Basmati Rice 5kg,Grocery,280,340,0,131,117,25,3,4.2,0.88,Summer,Holi,21.43,44540.0,7860.0,36680,3,2023,16,2,3,1,0,1,1.214,92,2023-03-16,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6108,Pepsodent 200g,FMCG,75,92,8,48,56,21,3,1.12,0.9,Summer,Labour Day,22.67,4062.72,462.72,3600,5,2024,24,3,4,2,0,1,1.227,35,2024-05-24,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6109,Sketch Pens 12pc,Stationery,32,48,0,39,160,14,5,0.48,0.95,Summer,Holi,50.0,1872.0,624.0,1248,3,2024,23,2,4,1,0,1,1.5,146,2024-03-23,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6110,DAP Fertilizer 1kg,Agriculture,55,75,5,28,239,11,7,0.82,0.95,Autumn,None,36.36,1995.0,455.0,1540,9,2023,28,0,4,3,0,0,1.364,228,2023-09-28,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6111,Neem Pesticide 100ml,Agriculture,65,95,0,40,136,10,2,0.97,0.98,Autumn,Dussehra,46.15,3800.0,1200.0,2600,10,2024,24,3,4,4,0,1,1.462,126,2024-10-24,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6112,Maaza 250ml,FMCG,18,22,0,253,260,67,3,0.27,0.88,Winter,None,22.22,5566.0,1012.0,4554,1,2024,27,6,4,1,1,0,1.222,193,2024-01-27,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6113,Limca 600ml,FMCG,35,42,10,189,219,46,2,0.53,0.98,Rainy,Independence Day,20.0,7144.2,529.2,6615,8,2024,16,2,3,3,0,1,1.2,173,2024-08-16,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6114,Haldi Powder 100g,Grocery,28,38,0,52,132,22,2,0.42,0.8,Winter,Valentine's Day,35.71,1976.0,520.0,1456,2,2023,26,5,4,1,1,1,1.357,110,2023-02-26,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6115,Refined Oil Soya 5L,Grocery,580,680,5,70,161,18,4,8.7,0.85,Winter,Republic Day,17.24,45220.0,4620.0,40600,1,2023,3,3,1,1,0,1,1.172,143,2023-01-03,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6116,LED Bulb 9W Philips,Electronics,95,130,0,38,147,11,4,1.43,0.92,Summer,Holi,36.84,4940.0,1330.0,3610,3,2023,12,5,2,1,1,1,1.368,136,2023-03-12,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6117,Basmati Rice 5kg,Grocery,280,340,0,124,136,36,3,4.2,0.75,Summer,Holi,21.43,42160.0,7440.0,34720,3,2024,15,1,3,1,0,1,1.214,100,2024-03-15,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6118,Tape Roll,Stationery,18,28,0,33,179,10,2,0.27,0.7,Rainy,None,55.56,924.0,330.0,594,7,2023,3,3,1,3,0,0,1.556,169,2023-07-03,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6119,Red Chilli Powder 100g,Grocery,30,42,0,38,173,19,3,0.45,0.9,Rainy,None,40.0,1596.0,456.0,1140,8,2023,24,3,4,3,0,0,1.4,154,2023-08-24,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6120,Haldi Powder 100g,Grocery,28,38,2,58,257,15,7,0.42,0.75,Winter,New Year,35.71,2159.92,535.92,1624,12,2024,17,3,3,4,0,1,1.357,242,2024-12-17,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6121,Fevicol 50g,Stationery,20,28,0,43,194,20,4,0.3,0.88,Rainy,None,40.0,1204.0,344.0,860,7,2023,13,6,2,3,1,0,1.4,174,2023-07-13,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6122,Garden Pump Sprayer 1L,Agriculture,145,210,15,26,303,10,2,2.17,0.8,Rainy,Janmashtami,44.83,4641.0,871.0,3770,8,2024,14,0,2,3,0,1,1.448,293,2024-08-14,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6123,Besan 500g,Grocery,38,48,0,53,174,19,5,0.57,0.75,Winter,Republic Day,26.32,2544.0,530.0,2014,1,2023,4,4,1,1,0,1,1.263,155,2023-01-04,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6124,Urea Fertilizer 1kg,Agriculture,35,50,0,75,80,18,3,0.53,0.85,Rainy,None,42.86,3750.0,1125.0,2625,8,2023,26,5,4,3,1,0,1.429,62,2023-08-26,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6125,Thums Up 600ml,FMCG,38,45,10,565,70,66,5,0.57,0.8,Summer,Labour Day,18.42,22882.5,1412.5,21470,5,2024,17,3,3,2,0,1,1.184,4,2024-05-17,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6126,Limca 600ml,FMCG,35,42,0,210,294,63,3,0.53,0.92,Autumn,Dussehra,20.0,8820.0,1470.0,7350,10,2023,4,4,1,4,0,1,1.2,231,2023-10-04,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6127,ORS Sachets 5pc,FMCG,22,30,0,41,122,20,3,0.33,0.95,Autumn,Navratri,36.36,1230.0,328.0,902,9,2023,4,4,1,3,0,1,1.364,102,2023-09-04,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6128,Thums Up 600ml,FMCG,38,45,10,176,28,77,7,0.57,0.75,Autumn,Dussehra,18.42,7128.0,440.0,6688,10,2023,17,3,3,4,0,1,1.184,-49,2023-10-17,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6129,Good Day Biscuit 250g,FMCG,28,38,0,102,222,32,7,0.42,0.85,Winter,Republic Day,35.71,3876.0,1020.0,2856,1,2024,18,4,3,1,0,1,1.357,190,2024-01-18,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6130,Eraser Apsara,Stationery,4,7,2,73,126,19,3,0.06,0.95,Summer,Holi,75.0,500.78,208.78,292,3,2024,26,5,4,1,1,1,1.75,107,2024-03-26,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6131,Toor Dal 1kg,Grocery,130,155,10,95,297,30,2,1.95,0.92,Winter,Republic Day,19.23,13252.5,902.5,12350,1,2023,26,5,4,1,1,1,1.192,267,2023-01-26,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6132,Maggi Noodles 4-Pack,FMCG,52,65,0,176,283,41,1,0.78,0.8,Winter,Valentine's Day,25.0,11440.0,2288.0,9152,2,2024,1,1,1,1,0,1,1.25,242,2024-02-01,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6133,Colgate 200g,FMCG,82,100,2,50,224,31,7,1.23,0.98,Summer,None,21.95,4900.0,800.0,4100,4,2023,26,5,4,2,1,0,1.22,193,2023-04-26,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6134,Limca 600ml,FMCG,35,42,0,100,253,57,3,0.53,0.7,Rainy,None,20.0,4200.0,700.0,3500,6,2023,23,2,4,2,0,0,1.2,196,2023-06-23,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6135,Toor Dal 1kg,Grocery,130,155,0,70,16,36,3,1.95,0.98,Rainy,Janmashtami,19.23,10850.0,1750.0,9100,8,2023,22,1,4,3,0,1,1.192,-20,2023-08-22,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6136,Agarbatti Pack 20pc,FMCG,25,35,15,166,248,18,5,0.38,0.98,Autumn,Diwali,40.0,4938.5,788.5,4150,10,2024,16,2,3,4,0,1,1.4,230,2024-10-16,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6137,Chana Dal 1kg,Grocery,90,112,0,52,275,25,3,1.35,0.9,Autumn,None,24.44,5824.0,1144.0,4680,9,2023,26,5,4,3,1,0,1.244,250,2023-09-26,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6138,Earphones Basic,Electronics,85,140,0,19,225,12,4,1.27,0.7,Winter,None,64.71,2660.0,1045.0,1615,11,2023,24,3,4,4,0,0,1.647,213,2023-11-24,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6139,Socks Cotton 3 pair,Fashion,55,80,0,29,221,12,4,0.82,0.98,Summer,Holi,45.45,2320.0,725.0,1595,3,2023,25,4,4,1,0,1,1.455,209,2023-03-25,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6140,CFL Bulb 9W Bajaj,Electronics,65,90,5,32,103,10,2,0.97,0.98,Winter,Chhath Puja,38.46,2736.0,656.0,2080,11,2023,7,0,1,4,0,1,1.385,93,2023-11-07,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6141,Kurkure 65g,FMCG,18,25,0,172,81,61,7,0.27,0.92,Autumn,Ganesh Chaturthi,38.89,4300.0,1204.0,3096,9,2023,25,4,4,3,0,1,1.389,20,2023-09-25,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6142,Apsara Pencil 10pc,Stationery,15,22,10,90,225,21,7,0.22,0.88,Summer,Holi,46.67,1782.0,432.0,1350,3,2023,20,6,3,1,1,1,1.467,204,2023-03-20,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6143,Besan 500g,Grocery,38,48,0,46,191,17,2,0.57,0.75,Autumn,Ganesh Chaturthi,26.32,2208.0,460.0,1748,9,2023,16,2,3,3,0,1,1.263,174,2023-09-16,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6144,Limca 600ml,FMCG,35,42,0,91,154,50,2,0.53,0.92,Autumn,Ganesh Chaturthi,20.0,3822.0,637.0,3185,9,2023,28,0,4,3,0,1,1.2,104,2023-09-28,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6145,Maggi Noodles 4-Pack,FMCG,52,65,0,70,212,44,5,0.78,0.95,Autumn,None,25.0,4550.0,910.0,3640,10,2023,18,4,3,4,0,0,1.25,168,2023-10-18,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
6146,Red Chilli Powder 100g,Grocery,30,42,0,67,299,16,3,0.45,0.75,Rainy,None,40.0,2814.0,804.0,2010,6,2024,13,6,2,2,1,0,1.4,283,2024-06-13,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
