product_name,category,cost_price,selling_price,discount_pct,units_sold,current_stock,reorder_level,lead_time_days,holding_cost,supplier_reliability,season,festival,region,margin_pct,revenue,profit,investment,month,year,day,day_of_week,week,quarter,is_weekend,is_festival,price_ratio,stock_buffer,date
Pepsodent 200g,FMCG,75,92,0,74,162,22,7,1.12,0.85,Rainy,None,Central India,22.67,6808.0,1258.0,5550,7,2024,1,0,1,3,0,0,1.227,140,2024-07-01
Clinic Plus Shampoo 80ml,FMCG,55,72,0,43,88,20,5,0.82,0.9,Rainy,None,Central India,30.91,3096.0,731.0,2365,7,2024,1,0,1,3,0,0,1.309,68,2024-07-01
Sunsilk Shampoo 80ml,FMCG,58,75,0,67,112,18,4,0.87,0.75,Rainy,None,Central India,29.31,5025.0,1139.0,3886,7,2024,1,0,1,3,0,0,1.293,94,2024-07-01
Surf Excel 1kg,FMCG,130,165,0,85,173,22,3,1.95,0.9,Rainy,None,Central India,26.92,14025.0,2975.0,11050,7,2024,1,0,1,3,0,0,1.269,151,2024-07-01
Ariel 500g,FMCG,95,120,0,53,125,18,7,1.43,0.9,Rainy,None,Central India,26.32,6360.0,1325.0,5035,7,2024,1,0,1,3,0,0,1.263,107,2024-07-01
Parle-G 800g,FMCG,45,58,0,193,54,48,5,0.67,0.92,Rainy,None,Central India,28.89,11194.0,2509.0,8685,7,2024,1,0,1,3,0,0,1.289,6,2024-07-01
Good Day Biscuit 250g,FMCG,28,38,0,106,138,34,4,0.42,0.8,Rainy,None,Central India,35.71,4028.0,1060.0,2968,7,2024,1,0,1,3,0,0,1.357,104,2024-07-01
Hide & Seek 100g,FMCG,32,45,0,52,188,24,2,0.48,0.8,Rainy,None,Central India,40.62,2340.0,676.0,1664,7,2024,1,0,1,3,0,0,1.406,164,2024-07-01
Maggi Noodles 70g,FMCG,12,15,0,298,242,60,2,0.18,0.75,Rainy,None,Central India,25.0,4470.0,894.0,3576,7,2024,1,0,1,3,0,0,1.25,182,2024-07-01
Maggi Noodles 4-Pack,FMCG,52,65,0,169,287,36,5,0.78,0.88,Rainy,None,Central India,25.0,10985.0,2197.0,8788,7,2024,1,0,1,3,0,0,1.25,251,2024-07-01
Lay's Chips 26g,FMCG,15,20,0,237,104,80,4,0.22,0.75,Rainy,None,Central India,33.33,4740.0,1185.0,3555,7,2024,1,0,1,3,0,0,1.333,24,2024-07-01
Kurkure 65g,FMCG,18,25,0,159,151,70,2,0.27,0.9,Rainy,None,Central India,38.89,3975.0,1113.0,2862,7,2024,1,0,1,3,0,0,1.389,81,2024-07-01
Haldirams Namkeen 200g,FMCG,55,75,0,87,144,38,2,0.82,0.85,Rainy,None,Central India,36.36,6525.0,1740.0,4785,7,2024,1,0,1,3,0,0,1.364,106,2024-07-01
Haldirams Mixture 400g,FMCG,110,148,0,83,159,28,1,1.65,0.8,Rainy,None,Central India,34.55,12284.0,3154.0,9130,7,2024,1,0,1,3,0,0,1.345,131,2024-07-01
Frooti 200ml,FMCG,12,15,0,169,247,100,2,0.18,0.9,Rainy,None,Central India,25.0,2535.0,507.0,2028,7,2024,1,0,1,3,0,0,1.25,147,2024-07-01
Maaza 250ml,FMCG,18,22,0,229,231,80,7,0.27,0.88,Rainy,None,Central India,22.22,5038.0,916.0,4122,7,2024,1,0,1,3,0,0,1.222,151,2024-07-01
Thums Up 600ml,FMCG,38,45,0,189,33,72,7,0.57,0.92,Rainy,None,Central India,18.42,8505.0,1323.0,7182,7,2024,1,0,1,3,0,0,1.184,-39,2024-07-01
Limca 600ml,FMCG,35,42,0,137,261,60,3,0.53,0.92,Rainy,None,Central India,20.0,5754.0,959.0,4795,7,2024,1,0,1,3,0,0,1.2,201,2024-07-01
Glucon-D 200g,FMCG,55,72,0,45,186,26,3,0.82,0.95,Rainy,None,Central India,30.91,3240.0,765.0,2475,7,2024,1,0,1,3,0,0,1.309,160,2024-07-01
ORS Sachets (5pc),FMCG,22,30,0,82,154,18,1,0.33,0.75,Rainy,None,Central India,36.36,2460.0,656.0,1804,7,2024,1,0,1,3,0,0,1.364,136,2024-07-01
Vim Bar 200g,FMCG,25,32,0,73,208,24,3,0.38,0.92,Rainy,None,Central India,28.0,2336.0,511.0,1825,7,2024,1,0,1,3,0,0,1.28,184,2024-07-01
Harpic 500ml,FMCG,75,98,0,57,63,14,2,1.12,0.95,Rainy,None,Central India,30.67,5586.0,1311.0,4275,7,2024,1,0,1,3,0,0,1.307,49,2024-07-01
Dettol 250ml,FMCG,68,88,0,65,70,18,2,1.02,0.9,Rainy,None,Central India,29.41,5720.0,1300.0,4420,7,2024,1,0,1,3,0,0,1.294,52,2024-07-01
Hajmola 100 Tabs,FMCG,45,60,0,61,267,22,4,0.67,0.9,Rainy,None,Central India,33.33,3660.0,915.0,2745,7,2024,1,0,1,3,0,0,1.333,245,2024-07-01
Vicks 10g,FMCG,35,48,0,72,37,16,7,0.53,0.88,Rainy,None,Central India,37.14,3456.0,936.0,2520,7,2024,1,0,1,3,0,0,1.371,21,2024-07-01
Eno Sachet (6pc),FMCG,28,38,0,36,263,20,7,0.42,0.88,Rainy,None,Central India,35.71,1368.0,360.0,1008,7,2024,1,0,1,3,0,0,1.357,243,2024-07-01
Diya Set 12pc,FMCG,38,65,0,7,129,10,1,0.57,0.88,Rainy,None,Central India,71.05,455.0,189.0,266,7,2024,1,0,1,3,0,0,1.711,119,2024-07-01
Gulal Colors 100g,FMCG,22,40,0,4,51,10,2,0.33,0.8,Rainy,None,Central India,81.82,160.0,72.0,88,7,2024,1,0,1,3,0,0,1.818,41,2024-07-01
Agarbatti Pack 20pc,FMCG,25,35,0,68,76,20,3,0.38,0.92,Rainy,None,Central India,40.0,2380.0,680.0,1700,7,2024,1,0,1,3,0,0,1.4,56,2024-07-01
Camphor Tablets 25g,FMCG,28,40,0,36,83,14,5,0.42,0.75,Rainy,None,Central India,42.86,1440.0,432.0,1008,7,2024,1,0,1,3,0,0,1.429,69,2024-07-01
Mosquito Coil (10pc),FMCG,32,45,0,189,248,22,2,0.48,0.88,Rainy,None,Central India,40.62,8505.0,2457.0,6048,7,2024,1,0,1,3,0,0,1.406,226,2024-07-01
All Out Refill,FMCG,88,115,0,121,265,16,2,1.32,0.92,Rainy,None,Central India,30.68,13915.0,3267.0,10648,7,2024,1,0,1,3,0,0,1.307,249,2024-07-01
Classmate Notebook 200pg,Stationery,48,65,0,105,49,32,3,0.72,0.9,Rainy,None,Central India,35.42,6825.0,1785.0,5040,7,2024,1,0,1,3,0,0,1.354,17,2024-07-01
Reynolds Pen (10pc),Stationery,35,50,0,74,196,38,2,0.53,0.8,Rainy,None,Central India,42.86,3700.0,1110.0,2590,7,2024,1,0,1,3,0,0,1.429,158,2024-07-01
Apsara Pencil (10pc),Stationery,15,22,0,97,61,28,2,0.22,0.8,Rainy,None,Central India,46.67,2134.0,679.0,1455,7,2024,1,0,1,3,0,0,1.467,33,2024-07-01
Fevicol 50g,Stationery,20,28,0,55,248,18,4,0.3,0.85,Rainy,None,Central India,40.0,1540.0,440.0,1100,7,2024,1,0,1,3,0,0,1.4,230,2024-07-01
Stapler Small,Stationery,45,65,0,19,227,10,1,0.67,0.88,Rainy,None,Central India,44.44,1235.0,380.0,855,7,2024,1,0,1,3,0,0,1.444,217,2024-07-01
Register A4 100pg,Stationery,35,50,0,27,299,12,2,0.53,0.9,Rainy,None,Central India,42.86,1350.0,405.0,945,7,2024,1,0,1,3,0,0,1.429,287,2024-07-01
Sketch Pens (12pc),Stationery,32,48,0,29,201,14,3,0.48,0.85,Rainy,None,Central India,50.0,1392.0,464.0,928,7,2024,1,0,1,3,0,0,1.5,187,2024-07-01
Scale 30cm,Stationery,8,12,0,44,278,16,2,0.12,0.85,Rainy,None,Central India,50.0,528.0,176.0,352,7,2024,1,0,1,3,0,0,1.5,262,2024-07-01
Eraser Apsara,Stationery,4,7,0,67,127,24,3,0.06,0.8,Rainy,None,Central India,75.0,469.0,201.0,268,7,2024,1,0,1,3,0,0,1.75,103,2024-07-01
Tape Roll,Stationery,18,28,0,29,96,12,3,0.27,0.92,Rainy,None,Central India,55.56,812.0,290.0,522,7,2024,1,0,1,3,0,0,1.556,84,2024-07-01
Eveready Battery AA 4pc,Electronics,55,75,0,57,223,18,7,0.82,0.95,Rainy,None,Central India,36.36,4275.0,1140.0,3135,7,2024,1,0,1,3,0,0,1.364,205,2024-07-01
Eveready Battery D 2pc,Electronics,65,90,0,30,273,12,3,0.97,0.75,Rainy,None,Central India,38.46,2700.0,750.0,1950,7,2024,1,0,1,3,0,0,1.385,261,2024-07-01
CFL Bulb 9W Bajaj,Electronics,65,90,0,31,24,10,2,0.97,0.8,Rainy,None,Central India,38.46,2790.0,775.0,2015,7,2024,1,0,1,3,0,0,1.385,14,2024-07-01
LED Bulb 9W Philips,Electronics,95,130,0,31,188,12,3,1.43,0.92,Rainy,None,Central India,36.84,4030.0,1085.0,2945,7,2024,1,0,1,3,0,0,1.368,176,2024-07-01
Extension Cord 5m,Electronics,175,240,0,13,146,10,5,2.62,0.88,Rainy,None,Central India,37.14,3120.0,845.0,2275,7,2024,1,0,1,3,0,0,1.371,136,2024-07-01
Phone Charging Cable,Electronics,65,100,0,33,274,14,5,0.97,0.88,Rainy,None,Central India,53.85,3300.0,1155.0,2145,7,2024,1,0,1,3,0,0,1.538,260,2024-07-01
Earphones Basic,Electronics,85,140,0,26,30,10,3,1.27,0.8,Rainy,None,Central India,64.71,3640.0,1430.0,2210,7,2024,1,0,1,3,0,0,1.647,20,2024-07-01
Gamcha (Cotton Towel),Fashion,55,80,0,83,170,16,3,0.82,0.9,Rainy,None,Central India,45.45,6640.0,2075.0,4565,7,2024,1,0,1,3,0,0,1.455,154,2024-07-01
Socks Cotton (3 pair),Fashion,55,80,0,29,238,14,5,0.82,0.9,Rainy,None,Central India,45.45,2320.0,725.0,1595,7,2024,1,0,1,3,0,0,1.455,224,2024-07-01
Handkerchief 3pc,Fashion,30,45,0,31,170,12,2,0.45,0.92,Rainy,None,Central India,50.0,1395.0,465.0,930,7,2024,1,0,1,3,0,0,1.5,158,2024-07-01
Banyan Vest Cotton,Fashion,75,110,0,30,178,12,3,1.12,0.8,Rainy,None,Central India,46.67,3300.0,1050.0,2250,7,2024,1,0,1,3,0,0,1.467,166,2024-07-01
Dupatta Plain,Fashion,95,150,0,27,109,10,3,1.43,0.75,Rainy,None,Central India,57.89,4050.0,1485.0,2565,7,2024,1,0,1,3,0,0,1.579,99,2024-07-01
Salwar Suit Cotton,Fashion,280,450,0,16,263,10,4,4.2,0.88,Rainy,None,Central India,60.71,7200.0,2720.0,4480,7,2024,1,0,1,3,0,0,1.607,253,2024-07-01
Kurta Men Cotton,Fashion,195,320,0,16,118,10,3,2.92,0.8,Rainy,None,Central India,64.1,5120.0,2000.0,3120,7,2024,1,0,1,3,0,0,1.641,108,2024-07-01
Urea Fertilizer 1kg,Agriculture,35,50,0,80,97,16,2,0.53,0.8,Rainy,None,Central India,42.86,4000.0,1200.0,2800,7,2024,1,0,1,3,0,0,1.429,81,2024-07-01
DAP Fertilizer 1kg,Agriculture,55,75,0,34,200,12,1,0.82,0.95,Rainy,None,Central India,36.36,2550.0,680.0,1870,7,2024,1,0,1,3,0,0,1.364,188,2024-07-01
Neem Pesticide 100ml,Agriculture,65,95,0,79,275,10,2,0.97,0.8,Rainy,None,Central India,46.15,7505.0,2370.0,5135,7,2024,1,0,1,3,0,0,1.462,265,2024-07-01
Garden Pump Sprayer 1L,Agriculture,145,210,0,36,190,10,1,2.17,0.95,Rainy,None,Central India,44.83,7560.0,2340.0,5220,7,2024,1,0,1,3,0,0,1.448,180,2024-07-01
Vegetable Seeds Packet,Agriculture,28,45,0,36,102,14,4,0.42,0.85,Rainy,None,Central India,60.71,1620.0,612.0,1008,7,2024,1,0,1,3,0,0,1.607,88,2024-07-01
Basmati Rice 5kg,Grocery,280,340,0,92,29,34,3,4.2,0.92,Rainy,None,Central India,21.43,31280.0,5520.0,25760,8,2024,1,3,1,3,0,0,1.214,-5,2024-08-01
Atta Aashirvaad 10kg,Grocery,330,390,0,124,28,38,3,4.95,0.9,Rainy,None,Central India,18.18,48360.0,7440.0,40920,8,2024,1,3,1,3,0,0,1.182,-10,2024-08-01
Toor Dal 1kg,Grocery,130,155,0,73,165,30,2,1.95,0.85,Rainy,None,Central India,19.23,11315.0,1825.0,9490,8,2024,1,3,1,3,0,0,1.192,135,2024-08-01
Chana Dal 1kg,Grocery,90,112,0,88,245,24,1,1.35,0.92,Rainy,None,Central India,24.44,9856.0,1936.0,7920,8,2024,1,3,1,3,0,0,1.244,221,2024-08-01
Mustard Oil 1L,Grocery,155,185,0,83,279,28,3,2.32,0.75,Rainy,None,Central India,19.35,15355.0,2490.0,12865,8,2024,1,3,1,3,0,0,1.194,251,2024-08-01
Refined Oil Soya 5L,Grocery,580,680,0,50,47,20,2,8.7,0.88,Rainy,None,Central India,17.24,34000.0,5000.0,29000,8,2024,1,3,1,3,0,0,1.172,27,2024-08-01
Sugar 1kg,Grocery,42,50,0,116,135,48,3,0.63,0.8,Rainy,None,Central India,19.05,5800.0,928.0,4872,8,2024,1,3,1,3,0,0,1.19,87,2024-08-01
Salt Tata 1kg,Grocery,18,22,0,74,237,36,1,0.27,0.85,Rainy,None,Central India,22.22,1628.0,296.0,1332,8,2024,1,3,1,3,0,0,1.222,201,2024-08-01
Poha 500g,Grocery,28,36,0,58,193,22,2,0.42,0.92,Rainy,None,Central India,28.57,2088.0,464.0,1624,8,2024,1,3,1,3,0,0,1.286,171,2024-08-01
Maida 1kg,Grocery,32,40,0,51,169,18,3,0.48,0.75,Rainy,None,Central India,25.0,2040.0,408.0,1632,8,2024,1,3,1,3,0,0,1.25,151,2024-08-01
Besan 500g,Grocery,38,48,0,34,78,16,1,0.57,0.88,Rainy,None,Central India,26.32,1632.0,340.0,1292,8,2024,1,3,1,3,0,0,1.263,62,2024-08-01
Rajma 500g,Grocery,65,82,0,36,251,14,5,0.97,0.92,Rainy,None,Central India,26.15,2952.0,612.0,2340,8,2024,1,3,1,3,0,0,1.262,237,2024-08-01
Haldi Powder 100g,Grocery,28,38,0,54,258,20,5,0.42,0.95,Rainy,None,Central India,35.71,2052.0,540.0,1512,8,2024,1,3,1,3,0,0,1.357,238,2024-08-01
Red Chilli Powder 100g,Grocery,30,42,0,51,117,19,5,0.45,0.75,Rainy,None,Central India,40.0,2142.0,612.0,1530,8,2024,1,3,1,3,0,0,1.4,98,2024-08-01
Coriander Powder 100g,Grocery,22,32,0,51,99,18,1,0.33,0.95,Rainy,None,Central India,45.45,1632.0,510.0,1122,8,2024,1,3,1,3,0,0,1.455,81,2024-08-01
Tea Brooke Bond 500g,Grocery,175,215,0,111,214,32,4,2.62,0.75,Rainy,None,Central India,22.86,23865.0,4440.0,19425,8,2024,1,3,1,3,0,0,1.229,182,2024-08-01
Tea Tata Gold 250g,Grocery,105,130,0,92,133,26,1,1.57,0.8,Rainy,None,Central India,23.81,11960.0,2300.0,9660,8,2024,1,3,1,3,0,0,1.238,107,2024-08-01
Dry Coconut 200g,Grocery,95,125,0,27,215,12,5,1.43,0.88,Rainy,None,Central India,31.58,3375.0,810.0,2565,8,2024,1,3,1,3,0,0,1.316,203,2024-08-01
Saunf 100g,Grocery,22,30,0,37,205,14,5,0.33,0.92,Rainy,None,Central India,36.36,1110.0,296.0,814,8,2024,1,3,1,3,0,0,1.364,191,2024-08-01
Lifebuoy Soap 100g,FMCG,28,36,0,111,175,36,7,0.42,0.9,Rainy,None,Central India,28.57,3996.0,888.0,3108,8,2024,1,3,1,3,0,0,1.286,139,2024-08-01
Lux Soap 75g,FMCG,32,42,0,76,164,28,2,0.48,0.9,Rainy,None,Central India,31.25,3192.0,760.0,2432,8,2024,1,3,1,3,0,0,1.312,136,2024-08-01
Colgate 200g,FMCG,82,100,0,64,225,26,4,1.23,0.88,Rainy,None,Central India,21.95,6400.0,1152.0,5248,8,2024,1,3,1,3,0,0,1.22,199,2024-08-01
Pepsodent 200g,FMCG,75,92,0,67,38,22,3,1.12,0.88,Rainy,None,Central India,22.67,6164.0,1139.0,5025,8,2024,1,3,1,3,0,0,1.227,16,2024-08-01
Clinic Plus Shampoo 80ml,FMCG,55,72,0,48,87,20,2,0.82,0.8,Rainy,None,Central India,30.91,3456.0,816.0,2640,8,2024,1,3,1,3,0,0,1.309,67,2024-08-01
Sunsilk Shampoo 80ml,FMCG,58,75,0,44,213,18,3,0.87,0.95,Rainy,None,Central India,29.31,3300.0,748.0,2552,8,2024,1,3,1,3,0,0,1.293,195,2024-08-01
Surf Excel 1kg,FMCG,130,165,0,77,250,22,3,1.95,0.8,Rainy,None,Central India,26.92,12705.0,2695.0,10010,8,2024,1,3,1,3,0,0,1.269,228,2024-08-01
Ariel 500g,FMCG,95,120,0,51,29,18,4,1.43,0.85,Rainy,None,Central India,26.32,6120.0,1275.0,4845,8,2024,1,3,1,3,0,0,1.263,11,2024-08-01
Parle-G 800g,FMCG,45,58,0,176,250,48,4,0.67,0.9,Rainy,None,Central India,28.89,10208.0,2288.0,7920,8,2024,1,3,1,3,0,0,1.289,202,2024-08-01
Good Day Biscuit 250g,FMCG,28,38,0,83,49,34,3,0.42,0.75,Rainy,None,Central India,35.71,3154.0,830.0,2324,8,2024,1,3,1,3,0,0,1.357,15,2024-08-01
Hide & Seek 100g,FMCG,32,45,0,63,185,24,2,0.48,0.95,Rainy,None,Central India,40.62,2835.0,819.0,2016,8,2024,1,3,1,3,0,0,1.406,161,2024-08-01
Maggi Noodles 70g,FMCG,12,15,0,233,166,60,3,0.18,0.8,Rainy,None,Central India,25.0,3495.0,699.0,2796,8,2024,1,3,1,3,0,0,1.25,106,2024-08-01
Maggi Noodles 4-Pack,FMCG,52,65,0,169,127,36,2,0.78,0.95,Rainy,None,Central India,25.0,10985.0,2197.0,8788,8,2024,1,3,1,3,0,0,1.25,91,2024-08-01
Lay's Chips 26g,FMCG,15,20,0,252,281,80,1,0.22,0.75,Rainy,None,Central India,33.33,5040.0,1260.0,3780,8,2024,1,3,1,3,0,0,1.333,201,2024-08-01
Kurkure 65g,FMCG,18,25,0,186,111,70,5,0.27,0.92,Rainy,None,Central India,38.89,4650.0,1302.0,3348,8,2024,1,3,1,3,0,0,1.389,41,2024-08-01
Haldirams Namkeen 200g,FMCG,55,75,0,130,201,38,1,0.82,0.88,Rainy,None,Central India,36.36,9750.0,2600.0,7150,8,2024,1,3,1,3,0,0,1.364,163,2024-08-01
Haldirams Mixture 400g,FMCG,110,148,0,72,217,28,1,1.65,0.9,Rainy,None,Central India,34.55,10656.0,2736.0,7920,8,2024,1,3,1,3,0,0,1.345,189,2024-08-01
Frooti 200ml,FMCG,12,15,0,187,38,100,7,0.18,0.75,Rainy,None,Central India,25.0,2805.0,561.0,2244,8,2024,1,3,1,3,0,0,1.25,-62,2024-08-01
Maaza 250ml,FMCG,18,22,0,185,172,80,5,0.27,0.9,Rainy,None,Central India,22.22,4070.0,740.0,3330,8,2024,1,3,1,3,0,0,1.222,92,2024-08-01
Thums Up 600ml,FMCG,38,45,0,199,74,72,3,0.57,0.88,Rainy,None,Central India,18.42,8955.0,1393.0,7562,8,2024,1,3,1,3,0,0,1.184,2,2024-08-01
Limca 600ml,FMCG,35,42,0,215,217,60,2,0.53,0.9,Rainy,None,Central India,20.0,9030.0,1505.0,7525,8,2024,1,3,1,3,0,0,1.2,157,2024-08-01
Glucon-D 200g,FMCG,55,72,0,67,106,26,1,0.82,0.75,Rainy,None,Central India,30.91,4824.0,1139.0,3685,8,2024,1,3,1,3,0,0,1.309,80,2024-08-01
ORS Sachets (5pc),FMCG,22,30,0,80,137,18,5,0.33,0.8,Rainy,None,Central India,36.36,2400.0,640.0,1760,8,2024,1,3,1,3,0,0,1.364,119,2024-08-01
Vim Bar 200g,FMCG,25,32,0,66,61,24,2,0.38,0.88,Rainy,None,Central India,28.0,2112.0,462.0,1650,8,2024,1,3,1,3,0,0,1.28,37,2024-08-01
Harpic 500ml,FMCG,75,98,0,71,38,14,1,1.12,0.9,Rainy,None,Central India,30.67,6958.0,1633.0,5325,8,2024,1,3,1,3,0,0,1.307,24,2024-08-01
Dettol 250ml,FMCG,68,88,0,77,265,18,2,1.02,0.95,Rainy,None,Central India,29.41,6776.0,1540.0,5236,8,2024,1,3,1,3,0,0,1.294,247,2024-08-01
Hajmola 100 Tabs,FMCG,45,60,0,33,216,22,4,0.67,0.88,Rainy,None,Central India,33.33,1980.0,495.0,1485,8,2024,1,3,1,3,0,0,1.333,194,2024-08-01
Vicks 10g,FMCG,35,48,0,89,215,16,7,0.53,0.9,Rainy,None,Central India,37.14,4272.0,1157.0,3115,8,2024,1,3,1,3,0,0,1.371,199,2024-08-01
Eno Sachet (6pc),FMCG,28,38,0,56,33,20,3,0.42,0.8,Rainy,None,Central India,35.71,2128.0,560.0,1568,8,2024,1,3,1,3,0,0,1.357,13,2024-08-01
Diya Set 12pc,FMCG,38,65,0,6,76,10,2,0.57,0.88,Rainy,None,Central India,71.05,390.0,162.0,228,8,2024,1,3,1,3,0,0,1.711,66,2024-08-01
Gulal Colors 100g,FMCG,22,40,0,5,230,10,3,0.33,0.88,Rainy,None,Central India,81.82,200.0,90.0,110,8,2024,1,3,1,3,0,0,1.818,220,2024-08-01
Agarbatti Pack 20pc,FMCG,25,35,0,33,167,20,1,0.38,0.9,Rainy,None,Central India,40.0,1155.0,330.0,825,8,2024,1,3,1,3,0,0,1.4,147,2024-08-01
Camphor Tablets 25g,FMCG,28,40,0,37,66,14,2,0.42,0.85,Rainy,None,Central India,42.86,1480.0,444.0,1036,8,2024,1,3,1,3,0,0,1.429,52,2024-08-01
Mosquito Coil (10pc),FMCG,32,45,0,150,115,22,4,0.48,0.95,Rainy,None,Central India,40.62,6750.0,1950.0,4800,8,2024,1,3,1,3,0,0,1.406,93,2024-08-01
All Out Refill,FMCG,88,115,0,51,46,16,3,1.32,0.8,Rainy,None,Central India,30.68,5865.0,1377.0,4488,8,2024,1,3,1,3,0,0,1.307,30,2024-08-01
Classmate Notebook 200pg,Stationery,48,65,0,95,186,32,1,0.72,0.9,Rainy,None,Central India,35.42,6175.0,1615.0,4560,8,2024,1,3,1,3,0,0,1.354,154,2024-08-01
Reynolds Pen (10pc),Stationery,35,50,0,96,273,38,2,0.53,0.95,Rainy,None,Central India,42.86,4800.0,1440.0,3360,8,2024,1,3,1,3,0,0,1.429,235,2024-08-01
Apsara Pencil (10pc),Stationery,15,22,0,54,57,28,2,0.22,0.95,Rainy,None,Central India,46.67,1188.0,378.0,810,8,2024,1,3,1,3,0,0,1.467,29,2024-08-01
Fevicol 50g,Stationery,20,28,0,62,219,18,5,0.3,0.85,Rainy,None,Central India,40.0,1736.0,496.0,1240,8,2024,1,3,1,3,0,0,1.4,201,2024-08-01
Stapler Small,Stationery,45,65,0,23,54,10,2,0.67,0.9,Rainy,None,Central India,44.44,1495.0,460.0,1035,8,2024,1,3,1,3,0,0,1.444,44,2024-08-01
Register A4 100pg,Stationery,35,50,0,43,186,12,3,0.53,0.75,Rainy,None,Central India,42.86,2150.0,645.0,1505,8,2024,1,3,1,3,0,0,1.429,174,2024-08-01
Sketch Pens (12pc),Stationery,32,48,0,38,223,14,2,0.48,0.85,Rainy,None,Central India,50.0,1824.0,608.0,1216,8,2024,1,3,1,3,0,0,1.5,209,2024-08-01
Scale 30cm,Stationery,8,12,0,38,185,16,5,0.12,0.88,Rainy,None,Central India,50.0,456.0,152.0,304,8,2024,1,3,1,3,0,0,1.5,169,2024-08-01
Eraser Apsara,Stationery,4,7,0,55,107,24,1,0.06,0.75,Rainy,None,Central India,75.0,385.0,165.0,220,8,2024,1,3,1,3,0,0,1.75,83,2024-08-01
Tape Roll,Stationery,18,28,0,32,165,12,2,0.27,0.8,Rainy,None,Central India,55.56,896.0,320.0,576,8,2024,1,3,1,3,0,0,1.556,153,2024-08-01
Eveready Battery AA 4pc,Electronics,55,75,0,50,127,18,2,0.82,0.75,Rainy,None,Central India,36.36,3750.0,1000.0,2750,8,2024,1,3,1,3,0,0,1.364,109,2024-08-01
Eveready Battery D 2pc,Electronics,65,90,0,36,271,12,2,0.97,0.95,Rainy,None,Central India,38.46,3240.0,900.0,2340,8,2024,1,3,1,3,0,0,1.385,259,2024-08-01
CFL Bulb 9W Bajaj,Electronics,65,90,0,21,138,10,2,0.97,0.92,Rainy,None,Central India,38.46,1890.0,525.0,1365,8,2024,1,3,1,3,0,0,1.385,128,2024-08-01
LED Bulb 9W Philips,Electronics,95,130,0,34,198,12,4,1.43,0.8,Rainy,None,Central India,36.84,4420.0,1190.0,3230,8,2024,1,3,1,3,0,0,1.368,186,2024-08-01
Extension Cord 5m,Electronics,175,240,0,16,63,10,5,2.62,0.92,Rainy,None,Central India,37.14,3840.0,1040.0,2800,8,2024,1,3,1,3,0,0,1.371,53,2024-08-01
Phone Charging Cable,Electronics,65,100,0,35,22,14,4,0.97,0.92,Rainy,None,Central India,53.85,3500.0,1225.0,2275,8,2024,1,3,1,3,0,0,1.538,8,2024-08-01
Earphones Basic,Electronics,85,140,0,33,93,10,2,1.27,0.85,Rainy,None,Central India,64.71,4620.0,1815.0,2805,8,2024,1,3,1,3,0,0,1.647,83,2024-08-01
Gamcha (Cotton Towel),Fashion,55,80,0,64,164,16,5,0.82,0.9,Rainy,None,Central India,45.45,5120.0,1600.0,3520,8,2024,1,3,1,3,0,0,1.455,148,2024-08-01
Socks Cotton (3 pair),Fashion,55,80,0,32,23,14,2,0.82,0.95,Rainy,None,Central India,45.45,2560.0,800.0,1760,8,2024,1,3,1,3,0,0,1.455,9,2024-08-01
Handkerchief 3pc,Fashion,30,45,0,26,230,12,3,0.45,0.8,Rainy,None,Central India,50.0,1170.0,390.0,780,8,2024,1,3,1,3,0,0,1.5,218,2024-08-01
Banyan Vest Cotton,Fashion,75,110,0,37,238,12,3,1.12,0.85,Rainy,None,Central India,46.67,4070.0,1295.0,2775,8,2024,1,3,1,3,0,0,1.467,226,2024-08-01
Dupatta Plain,Fashion,95,150,0,20,187,10,7,1.43,0.92,Rainy,None,Central India,57.89,3000.0,1100.0,1900,8,2024,1,3,1,3,0,0,1.579,177,2024-08-01
Salwar Suit Cotton,Fashion,280,450,0,19,75,10,3,4.2,0.75,Rainy,None,Central India,60.71,8550.0,3230.0,5320,8,2024,1,3,1,3,0,0,1.607,65,2024-08-01
Kurta Men Cotton,Fashion,195,320,0,21,160,10,2,2.92,0.92,Rainy,None,Central India,64.1,6720.0,2625.0,4095,8,2024,1,3,1,3,0,0,1.641,150,2024-08-01
Urea Fertilizer 1kg,Agriculture,35,50,0,83,292,16,3,0.53,0.75,Rainy,None,Central India,42.86,4150.0,1245.0,2905,8,2024,1,3,1,3,0,0,1.429,276,2024-08-01
DAP Fertilizer 1kg,Agriculture,55,75,0,33,268,12,3,0.82,0.88,Rainy,None,Central India,36.36,2475.0,660.0,1815,8,2024,1,3,1,3,0,0,1.364,256,2024-08-01
Neem Pesticide 100ml,Agriculture,65,95,0,63,85,10,3,0.97,0.88,Rainy,None,Central India,46.15,5985.0,1890.0,4095,8,2024,1,3,1,3,0,0,1.462,75,2024-08-01
Garden Pump Sprayer 1L,Agriculture,145,210,0,38,126,10,5,2.17,0.85,Rainy,None,Central India,44.83,7980.0,2470.0,5510,8,2024,1,3,1,3,0,0,1.448,116,2024-08-01
Vegetable Seeds Packet,Agriculture,28,45,0,42,246,14,3,0.42,0.8,Rainy,None,Central India,60.71,1890.0,714.0,1176,8,2024,1,3,1,3,0,0,1.607,232,2024-08-01
Basmati Rice 5kg,Grocery,280,340,0,94,32,34,7,4.2,0.8,Autumn,None,Central India,21.43,31960.0,5640.0,26320,9,2024,1,6,1,3,1,0,1.214,-2,2024-09-01
